index,class_id,class,family,split_role,pca1,pca2
2211127,0,bot,Friday_OOD,Friday_OOD,-2.843135,-0.57237256
2211237,0,bot,Friday_OOD,Friday_OOD,-2.1596136,0.15997976
2211243,0,bot,Friday_OOD,Friday_OOD,-2.7626488,-0.554889
2211414,0,bot,Friday_OOD,Friday_OOD,-2.1575012,0.15911284
2211430,0,bot,Friday_OOD,Friday_OOD,-2.770356,-0.5565626
2211526,9,normal,Normal,Friday_OOD,-2.379096,-0.2181392
2211699,9,normal,Normal,Friday_OOD,-2.382655,-0.20449731
2211757,9,normal,Normal,Friday_OOD,-2.374025,-0.21717423
2212053,0,bot,Friday_OOD,Friday_OOD,-2.1616235,0.1607981
2212088,0,bot,Friday_OOD,Friday_OOD,-2.157207,0.19600034
2212203,0,bot,Friday_OOD,Friday_OOD,-2.7378426,-0.54915345
2212255,0,bot,Friday_OOD,Friday_OOD,-2.7190344,-0.5454151
2212260,0,bot,Friday_OOD,Friday_OOD,2.4018605,7.8541484
2212335,0,bot,Friday_OOD,Friday_OOD,-3.2054815,-0.64703405
2212379,9,normal,Normal,Friday_OOD,-2.3677094,-0.2390979
2212396,0,bot,Friday_OOD,Friday_OOD,-2.1619747,0.16094
2212423,0,bot,Friday_OOD,Friday_OOD,-2.7320578,-0.54789585
2212457,9,normal,Normal,Friday_OOD,-0.90321493,0.8917821
2212514,9,normal,Normal,Friday_OOD,-2.3620903,-0.080459245
2212714,0,bot,Friday_OOD,Friday_OOD,-2.1595666,0.15996066
2212730,0,bot,Friday_OOD,Friday_OOD,-2.7179446,-0.5451779
2212735,0,bot,Friday_OOD,Friday_OOD,-2.1604364,0.1603153
2212760,0,bot,Friday_OOD,Friday_OOD,-2.7365656,-0.5488745
2212825,0,bot,Friday_OOD,Friday_OOD,-2.1609452,0.16052207
2212827,0,bot,Friday_OOD,Friday_OOD,-2.723641,-0.5464145
2212828,0,bot,Friday_OOD,Friday_OOD,-2.1593049,0.15985405
2212835,0,bot,Friday_OOD,Friday_OOD,-2.728402,-0.5471009
2213032,0,bot,Friday_OOD,Friday_OOD,-2.1602142,0.16022506
2213042,0,bot,Friday_OOD,Friday_OOD,-2.7179544,-0.54517895
2213069,0,bot,Friday_OOD,Friday_OOD,-2.1608534,0.16048609
2213076,0,bot,Friday_OOD,Friday_OOD,-2.7406914,-0.54976946
2213234,0,bot,Friday_OOD,Friday_OOD,-2.1615326,0.16076177
2213238,0,bot,Friday_OOD,Friday_OOD,-2.7087102,-0.54317117
2213244,0,bot,Friday_OOD,Friday_OOD,-2.1584513,0.15950367
2213245,0,bot,Friday_OOD,Friday_OOD,-2.9121976,-0.5870228
2213354,0,bot,Friday_OOD,Friday_OOD,-2.155169,0.19449833
2213367,0,bot,Friday_OOD,Friday_OOD,7.5520554,17.848017
2213392,0,bot,Friday_OOD,Friday_OOD,-2.9664273,-0.6249357
2213393,0,bot,Friday_OOD,Friday_OOD,-2.4655817,-0.51193094
2213394,9,normal,Normal,Friday_OOD,-0.17364193,3.3635366
2213458,0,bot,Friday_OOD,Friday_OOD,-2.1577842,0.1962313
2213459,0,bot,Friday_OOD,Friday_OOD,1.5529743,6.836472
2213482,0,bot,Friday_OOD,Friday_OOD,-2.7289093,-0.547557
2213484,0,bot,Friday_OOD,Friday_OOD,-2.7352698,-0.5455515
2213487,0,bot,Friday_OOD,Friday_OOD,-2.1564,0.19567621
2213540,0,bot,Friday_OOD,Friday_OOD,-2.740701,-0.5497706
2213567,0,bot,Friday_OOD,Friday_OOD,2.0335844,7.4557586
2213575,0,bot,Friday_OOD,Friday_OOD,-2.7274165,-0.54336154
2213691,9,normal,Normal,Friday_OOD,-2.3740828,-0.23276895
2213721,9,normal,Normal,Friday_OOD,0.4007588,0.74538153
2213948,0,bot,Friday_OOD,Friday_OOD,-2.1493223,0.1921441
2213949,0,bot,Friday_OOD,Friday_OOD,-2.4170787,-0.48541415
2213953,0,bot,Friday_OOD,Friday_OOD,8.154723,18.45515
2214031,0,bot,Friday_OOD,Friday_OOD,-2.4835718,-0.51615345
2214385,0,bot,Friday_OOD,Friday_OOD,-2.1610267,0.16055626
2214417,0,bot,Friday_OOD,Friday_OOD,-2.7179782,-0.5451815
2214489,0,bot,Friday_OOD,Friday_OOD,-2.1543953,0.1578339
2214516,0,bot,Friday_OOD,Friday_OOD,-2.7439117,-0.55046695
2214753,0,bot,Friday_OOD,Friday_OOD,-2.1570299,0.15810688
2214792,9,normal,Normal,Friday_OOD,-0.14686242,0.82734776
2214796,0,bot,Friday_OOD,Friday_OOD,-2.5248597,-0.5289315
2214855,0,bot,Friday_OOD,Friday_OOD,-2.1617286,0.16084081
2214868,0,bot,Friday_OOD,Friday_OOD,-2.8431928,-0.57237864
2214886,0,bot,Friday_OOD,Friday_OOD,-2.161895,0.1609077
2214896,0,bot,Friday_OOD,Friday_OOD,-2.7378905,-0.5491585
2214936,0,bot,Friday_OOD,Friday_OOD,-2.1591263,0.15901178
2214943,0,bot,Friday_OOD,Friday_OOD,-2.4824708,-0.5197226
2214949,0,bot,Friday_OOD,Friday_OOD,-2.1616414,0.16080554
2214952,0,bot,Friday_OOD,Friday_OOD,-2.8175867,-0.5668161
2214954,0,bot,Friday_OOD,Friday_OOD,-2.1615472,0.16076794
2214957,0,bot,Friday_OOD,Friday_OOD,-2.8323956,-0.56968576
2215127,0,bot,Friday_OOD,Friday_OOD,-2.1598384,0.15930347
2215165,0,bot,Friday_OOD,Friday_OOD,-2.4851656,-0.52030736
2215181,0,bot,Friday_OOD,Friday_OOD,-2.1608756,0.1604946
2215187,0,bot,Friday_OOD,Friday_OOD,-2.762711,-0.55489576
2215229,0,bot,Friday_OOD,Friday_OOD,-2.1605592,0.16036637
2215257,0,bot,Friday_OOD,Friday_OOD,-2.735442,-0.54861987
2215305,9,normal,Normal,Friday_OOD,9.439277,-6.6982255
2215407,0,bot,Friday_OOD,Friday_OOD,-2.1612203,0.15986812
2215412,0,bot,Friday_OOD,Friday_OOD,-2.4733326,-0.5177374
2215419,0,bot,Friday_OOD,Friday_OOD,-2.1616387,0.16080403
2215427,0,bot,Friday_OOD,Friday_OOD,-2.7704184,-0.5565694
2215428,0,bot,Friday_OOD,Friday_OOD,-2.1617181,0.16083679
2215429,0,bot,Friday_OOD,Friday_OOD,-2.1618054,0.16087264
2215436,0,bot,Friday_OOD,Friday_OOD,-2.7381017,-0.54918134
2215437,0,bot,Friday_OOD,Friday_OOD,-2.7344418,-0.54838586
2215502,0,bot,Friday_OOD,Friday_OOD,-2.1613624,0.15992567
2215505,0,bot,Friday_OOD,Friday_OOD,-2.471567,-0.51735353
2215531,0,bot,Friday_OOD,Friday_OOD,-2.1616488,0.1608083
2215538,0,bot,Friday_OOD,Friday_OOD,-2.7919903,-0.5612545
2215547,0,bot,Friday_OOD,Friday_OOD,-2.161726,0.16084021
2215550,0,bot,Friday_OOD,Friday_OOD,-2.739481,-0.5494797
2215648,0,bot,Friday_OOD,Friday_OOD,-2.1615882,0.16001718
2215656,0,bot,Friday_OOD,Friday_OOD,-2.4678528,-0.51654714
2215714,0,bot,Friday_OOD,Friday_OOD,-2.1609247,0.16051471
2215753,0,bot,Friday_OOD,Friday_OOD,-2.7174897,-0.54507226
2215795,0,bot,Friday_OOD,Friday_OOD,-2.1610527,0.16056648
2215883,0,bot,Friday_OOD,Friday_OOD,-2.7409408,-0.5497964
2215950,9,normal,Normal,Friday_OOD,1.7278875,0.49670377
2216227,0,bot,Friday_OOD,Friday_OOD,-2.1604393,0.15954918
2216326,0,bot,Friday_OOD,Friday_OOD,-2.4677522,-0.51652473
2216439,9,normal,Normal,Friday_OOD,-2.3603132,-0.2157073
2216577,0,bot,Friday_OOD,Friday_OOD,-2.1616704,0.16081819
2216617,0,bot,Friday_OOD,Friday_OOD,-2.7191064,-0.5454228
2216630,0,bot,Friday_OOD,Friday_OOD,-2.1617112,0.16083345
2216638,0,bot,Friday_OOD,Friday_OOD,-2.7286613,-0.5471288
2216816,9,normal,Normal,Friday_OOD,-1.355722,0.92175055
2216860,0,bot,Friday_OOD,Friday_OOD,-2.1615593,0.16000612
2216864,0,bot,Friday_OOD,Friday_OOD,-2.4719446,-0.51743394
2216892,0,bot,Friday_OOD,Friday_OOD,-2.161653,0.16081005
2216927,0,bot,Friday_OOD,Friday_OOD,-2.7856019,-0.5598653
2216928,0,bot,Friday_OOD,Friday_OOD,-2.1617336,0.1608425
2216972,0,bot,Friday_OOD,Friday_OOD,-2.7409503,-0.5497974
2217055,0,bot,Friday_OOD,Friday_OOD,-2.1620317,0.1601971
2217059,0,bot,Friday_OOD,Friday_OOD,-2.485797,-0.52044135
2217119,0,bot,Friday_OOD,Friday_OOD,-2.1615648,0.16077402
2217126,0,bot,Friday_OOD,Friday_OOD,-2.7215786,-0.5459587
2217132,0,bot,Friday_OOD,Friday_OOD,-2.1617074,0.16083297
2217135,0,bot,Friday_OOD,Friday_OOD,-2.7381306,-0.5491844
2217223,0,bot,Friday_OOD,Friday_OOD,-2.160899,0.15973681
2217224,0,bot,Friday_OOD,Friday_OOD,-2.471785,-0.5173967
2217232,0,bot,Friday_OOD,Friday_OOD,-2.1609092,0.16050774
2217235,0,bot,Friday_OOD,Friday_OOD,-2.7799623,-0.55863917
2217238,0,bot,Friday_OOD,Friday_OOD,-2.161074,0.16057536
2217248,0,bot,Friday_OOD,Friday_OOD,-2.716949,-0.54458374
2217322,9,normal,Normal,Friday_OOD,-2.4901612,-0.71392393
2217323,0,bot,Friday_OOD,Friday_OOD,-2.1617215,0.16007115
2217339,0,bot,Friday_OOD,Friday_OOD,-2.4811325,-0.5194258
2217365,0,bot,Friday_OOD,Friday_OOD,-2.1596653,0.16000092
2217369,0,bot,Friday_OOD,Friday_OOD,-2.720332,-0.5456842
2217376,0,bot,Friday_OOD,Friday_OOD,-2.161719,0.160837
2217387,0,bot,Friday_OOD,Friday_OOD,-2.747825,-0.55128896
2217419,0,bot,Friday_OOD,Friday_OOD,-2.158663,0.15882218
2217434,9,normal,Normal,Friday_OOD,-2.3831532,-0.14733379
2217562,0,bot,Friday_OOD,Friday_OOD,-2.9673393,-0.62503374
2218075,9,normal,Normal,Friday_OOD,-2.3101885,-0.19994006
2218339,0,bot,Friday_OOD,Friday_OOD,-2.1596863,0.16077738
2218342,9,normal,Normal,Friday_OOD,-2.2027938,-0.47214597
2218359,0,bot,Friday_OOD,Friday_OOD,-2.7344313,-0.54784304
2219027,9,normal,Normal,Friday_OOD,9.880637,-6.9665008
2219082,0,bot,Friday_OOD,Friday_OOD,-2.1591313,0.16054939
2219091,0,bot,Friday_OOD,Friday_OOD,-2.733595,-0.5476598
2219116,0,bot,Friday_OOD,Friday_OOD,-2.154851,0.19505203
2219131,0,bot,Friday_OOD,Friday_OOD,-2.7356339,-0.54864055
2219133,0,bot,Friday_OOD,Friday_OOD,1.9773747,6.5414705
2219139,0,bot,Friday_OOD,Friday_OOD,-2.7118778,-0.54099923
2219269,9,normal,Normal,Friday_OOD,-2.7519379,-0.55164135
2219318,0,bot,Friday_OOD,Friday_OOD,-2.1489189,0.19334416
2219359,9,normal,Normal,Friday_OOD,-2.4030302,-0.18746471
2219362,0,bot,Friday_OOD,Friday_OOD,2.7372494,8.891267
2219372,0,bot,Friday_OOD,Friday_OOD,-2.732802,-0.5474855
2219376,0,bot,Friday_OOD,Friday_OOD,-2.7342927,-0.54374206
2219419,0,bot,Friday_OOD,Friday_OOD,-2.156712,0.15878904
2219430,0,bot,Friday_OOD,Friday_OOD,-2.7286994,-0.54713297
2219440,9,normal,Normal,Friday_OOD,-1.2088262,1.0774721
2219582,9,normal,Normal,Friday_OOD,-2.2955983,-0.18447718
2219619,0,bot,Friday_OOD,Friday_OOD,-2.15865,0.16035283
2219654,0,bot,Friday_OOD,Friday_OOD,-2.7383308,-0.54868466
2219694,0,bot,Friday_OOD,Friday_OOD,-2.1608145,0.1604702
2219706,0,bot,Friday_OOD,Friday_OOD,-2.7344995,-0.54839206
2219990,0,bot,Friday_OOD,Friday_OOD,-2.1597116,0.16078632
2220003,0,bot,Friday_OOD,Friday_OOD,-2.7293916,-0.5467281
2220029,0,bot,Friday_OOD,Friday_OOD,-2.159835,0.16007069
2220034,0,bot,Friday_OOD,Friday_OOD,-2.7368774,-0.54890805
2220205,0,bot,Friday_OOD,Friday_OOD,-2.1605084,0.1611119
2220213,0,bot,Friday_OOD,Friday_OOD,-2.7266653,-0.54611653
2220227,0,bot,Friday_OOD,Friday_OOD,-2.1601474,0.16019781
2220234,0,bot,Friday_OOD,Friday_OOD,-2.7425475,-0.550139
2220552,0,bot,Friday_OOD,Friday_OOD,-2.1604574,0.16109121
2220625,0,bot,Friday_OOD,Friday_OOD,-2.731,-0.54704726
2220723,0,bot,Friday_OOD,Friday_OOD,-2.1610582,0.1605691
2220768,0,bot,Friday_OOD,Friday_OOD,-2.7356675,-0.5486442
2221012,9,normal,Normal,Friday_OOD,-2.3814006,-0.18576783
2221250,0,bot,Friday_OOD,Friday_OOD,-2.1601186,0.16095285
2221260,0,bot,Friday_OOD,Friday_OOD,-2.734046,-0.5477084
2221274,0,bot,Friday_OOD,Friday_OOD,-2.1586692,0.15959287
2221286,0,bot,Friday_OOD,Friday_OOD,-2.7890286,-0.5602342
2221350,0,bot,Friday_OOD,Friday_OOD,-2.1557095,0.19539821
2221351,0,bot,Friday_OOD,Friday_OOD,4.761469,12.337492
2221352,0,bot,Friday_OOD,Friday_OOD,-2.1547105,0.15873304
2221355,0,bot,Friday_OOD,Friday_OOD,-2.7262003,-0.54695714
2221356,0,bot,Friday_OOD,Friday_OOD,-2.7306979,-0.5440643
2221357,0,bot,Friday_OOD,Friday_OOD,-2.7791917,-0.5575136
2221426,0,bot,Friday_OOD,Friday_OOD,-2.1614847,0.16074198
2221432,0,bot,Friday_OOD,Friday_OOD,-3.4613173,-0.7062673
2221433,0,bot,Friday_OOD,Friday_OOD,-2.161625,0.16079924
2221453,0,bot,Friday_OOD,Friday_OOD,-2.735682,-0.54864573
2221487,0,bot,Friday_OOD,Friday_OOD,-2.1560469,0.19485275
2221488,0,bot,Friday_OOD,Friday_OOD,6.9398417,16.403475
2221489,0,bot,Friday_OOD,Friday_OOD,-2.510227,-0.52550906
2221490,0,bot,Friday_OOD,Friday_OOD,-2.4804819,-0.5151792
2221502,0,bot,Friday_OOD,Friday_OOD,-2.1605966,0.16038042
2221503,0,bot,Friday_OOD,Friday_OOD,-2.1561823,0.15933877
2221506,0,bot,Friday_OOD,Friday_OOD,-2.7800148,-0.55864483
2221512,0,bot,Friday_OOD,Friday_OOD,-2.7836897,-0.5584901
2221522,0,bot,Friday_OOD,Friday_OOD,-2.1613164,0.16067335
2221525,0,bot,Friday_OOD,Friday_OOD,-3.205219,-0.65063673
2221573,0,bot,Friday_OOD,Friday_OOD,-2.1596158,0.15921302
2221578,0,bot,Friday_OOD,Friday_OOD,-2.4743204,-0.51771027
2221584,0,bot,Friday_OOD,Friday_OOD,-2.161588,0.16078377
2221585,0,bot,Friday_OOD,Friday_OOD,-2.1607568,0.16121228
2221586,0,bot,Friday_OOD,Friday_OOD,-2.7223222,-0.5461134
2221587,0,bot,Friday_OOD,Friday_OOD,-2.7317297,-0.54720366
2221596,0,bot,Friday_OOD,Friday_OOD,-2.1602786,0.16025138
2221601,0,bot,Friday_OOD,Friday_OOD,-3.0771697,-0.62282145
2221638,0,bot,Friday_OOD,Friday_OOD,-2.1594224,0.1591339
2221652,0,bot,Friday_OOD,Friday_OOD,-2.4757752,-0.5180244
2221759,0,bot,Friday_OOD,Friday_OOD,-2.1584022,0.15948305
2221760,0,bot,Friday_OOD,Friday_OOD,-2.1606083,0.16115253
2221801,0,bot,Friday_OOD,Friday_OOD,-2.7495608,-0.551075
2221806,0,bot,Friday_OOD,Friday_OOD,-2.7290483,-0.547572
2221910,0,bot,Friday_OOD,Friday_OOD,-2.157131,0.15896046
2222047,9,normal,Normal,Friday_OOD,-2.4840434,-0.58181137
2222084,0,bot,Friday_OOD,Friday_OOD,-3.0771744,-0.622822
2222336,0,bot,Friday_OOD,Friday_OOD,-2.1570377,0.1581542
2222351,0,bot,Friday_OOD,Friday_OOD,-2.4974897,-0.52264935
2222410,0,bot,Friday_OOD,Friday_OOD,-2.1616404,0.16080518
2222414,0,bot,Friday_OOD,Friday_OOD,-2.1605926,0.16114601
2222438,0,bot,Friday_OOD,Friday_OOD,-2.72167,-0.54596853
2222444,0,bot,Friday_OOD,Friday_OOD,-2.7358422,-0.5480926
2222446,9,normal,Normal,Friday_OOD,-2.2518134,-0.23746768
2222460,0,bot,Friday_OOD,Friday_OOD,-2.1606705,0.16041082
2222467,0,bot,Friday_OOD,Friday_OOD,-3.2052333,-0.6506383
2222500,0,bot,Friday_OOD,Friday_OOD,-2.1594348,0.15913765
2222503,0,bot,Friday_OOD,Friday_OOD,-2.4746335,-0.51768374
2222510,0,bot,Friday_OOD,Friday_OOD,-2.161034,0.16055894
2222511,0,bot,Friday_OOD,Friday_OOD,-2.160631,0.16116175
2222517,0,bot,Friday_OOD,Friday_OOD,-2.719212,-0.5454341
2222518,0,bot,Friday_OOD,Friday_OOD,-2.736784,-0.54829663
2222524,0,bot,Friday_OOD,Friday_OOD,-2.15953,0.15994588
2222526,0,bot,Friday_OOD,Friday_OOD,-2.7382169,-0.5491937
2222538,0,bot,Friday_OOD,Friday_OOD,-2.157331,0.15827446
2222543,0,bot,Friday_OOD,Friday_OOD,-2.4750013,-0.5177631
2222550,0,bot,Friday_OOD,Friday_OOD,-2.1606646,0.16040856
2222551,0,bot,Friday_OOD,Friday_OOD,-2.1607013,0.16119032
2222557,0,bot,Friday_OOD,Friday_OOD,-2.7349591,-0.5478999
2222569,0,bot,Friday_OOD,Friday_OOD,-2.7280824,-0.5473602
2222590,0,bot,Friday_OOD,Friday_OOD,-2.1615891,0.16001783
2222591,0,bot,Friday_OOD,Friday_OOD,-2.7654524,-0.5808513
2222595,0,bot,Friday_OOD,Friday_OOD,-2.1613946,0.16070557
2222628,0,bot,Friday_OOD,Friday_OOD,-2.7204037,-0.54569197
2222863,0,bot,Friday_OOD,Friday_OOD,-2.1561174,0.15777436
2222882,0,bot,Friday_OOD,Friday_OOD,-2.4938626,-0.5218574
2222913,0,bot,Friday_OOD,Friday_OOD,-2.1611001,0.16058551
2222917,0,bot,Friday_OOD,Friday_OOD,-2.7750506,-0.5575604
2222943,0,bot,Friday_OOD,Friday_OOD,-2.1608546,0.15971912
2222949,0,bot,Friday_OOD,Friday_OOD,-2.474141,-0.51757425
2222961,0,bot,Friday_OOD,Friday_OOD,-2.1617272,0.16084003
2222962,0,bot,Friday_OOD,Friday_OOD,-2.7210453,-0.5458298
2223064,0,bot,Friday_OOD,Friday_OOD,-2.157046,0.19418488
2223065,0,bot,Friday_OOD,Friday_OOD,-2.7895997,-0.5663326
2223066,0,bot,Friday_OOD,Friday_OOD,-1.3565232,1.1532048
2223067,0,bot,Friday_OOD,Friday_OOD,-3.8141263,-0.7888633
2223087,0,bot,Friday_OOD,Friday_OOD,-2.1575973,0.19508758
2223088,0,bot,Friday_OOD,Friday_OOD,-1.7659895,0.64986646
2223104,0,bot,Friday_OOD,Friday_OOD,-2.721079,-0.5458333
2223105,0,bot,Friday_OOD,Friday_OOD,-2.7706106,-0.5565602
2223110,0,bot,Friday_OOD,Friday_OOD,-2.1567512,0.19474722
2223111,0,bot,Friday_OOD,Friday_OOD,-1.7554713,0.65989256
2223119,0,bot,Friday_OOD,Friday_OOD,-2.7287762,-0.5471412
2223120,0,bot,Friday_OOD,Friday_OOD,-2.735735,-0.5486216
2223379,9,normal,Normal,Friday_OOD,-2.374271,-0.21722177
2223423,0,bot,Friday_OOD,Friday_OOD,-2.15439,0.15706193
2223462,9,normal,Normal,Friday_OOD,-2.3824415,-0.20445766
2223480,0,bot,Friday_OOD,Friday_OOD,-2.483341,-0.5195698
2223560,0,bot,Friday_OOD,Friday_OOD,-2.1611366,0.1606009
2223586,0,bot,Friday_OOD,Friday_OOD,-2.7224567,-0.5461278
2223619,0,bot,Friday_OOD,Friday_OOD,-2.1615276,0.16076005
2223665,0,bot,Friday_OOD,Friday_OOD,-2.7396152,-0.54949427
2224090,0,bot,Friday_OOD,Friday_OOD,-2.1615171,0.15998898
2224095,0,bot,Friday_OOD,Friday_OOD,-2.4985933,-0.5228819
2224114,0,bot,Friday_OOD,Friday_OOD,-2.1609726,0.16053322
2224119,0,bot,Friday_OOD,Friday_OOD,-2.1605177,0.1603497
2224128,0,bot,Friday_OOD,Friday_OOD,-2.7217803,-0.5459804
2224130,0,bot,Friday_OOD,Friday_OOD,-2.7163365,-0.5444381
2224157,0,bot,Friday_OOD,Friday_OOD,-2.1616008,0.16002293
2224158,0,bot,Friday_OOD,Friday_OOD,-2.5008547,-0.52337134
2224160,0,bot,Friday_OOD,Friday_OOD,-2.162146,0.16100886
2224161,0,bot,Friday_OOD,Friday_OOD,-2.1614711,0.16073674
2224163,0,bot,Friday_OOD,Friday_OOD,-2.7382553,-0.5491978
2224164,0,bot,Friday_OOD,Friday_OOD,-2.721785,-0.54598093
2224195,0,bot,Friday_OOD,Friday_OOD,-2.1615486,0.16000022
2224207,9,normal,Normal,Friday_OOD,1.672269,0.3960035
2224217,0,bot,Friday_OOD,Friday_OOD,-2.5093963,-0.5252262
2224279,0,bot,Friday_OOD,Friday_OOD,-2.1610749,0.16057521
2224281,0,bot,Friday_OOD,Friday_OOD,-2.1611784,0.16061768
2224283,0,bot,Friday_OOD,Friday_OOD,-2.7396297,-0.5494958
2224284,0,bot,Friday_OOD,Friday_OOD,-2.7858179,-0.55988854
2224357,9,normal,Normal,Friday_OOD,-2.3605568,-0.2298799
2224417,9,normal,Normal,Friday_OOD,1.505584,0.301855
2224458,0,bot,Friday_OOD,Friday_OOD,-2.161511,0.15998617
2224481,0,bot,Friday_OOD,Friday_OOD,-2.4767928,-0.5181339
2224583,0,bot,Friday_OOD,Friday_OOD,-2.1607509,0.16044307
2224588,0,bot,Friday_OOD,Friday_OOD,-2.1608117,0.16046959
2224637,0,bot,Friday_OOD,Friday_OOD,-2.735754,-0.5486535
2224640,0,bot,Friday_OOD,Friday_OOD,-2.7801733,-0.558662
2224655,0,bot,Friday_OOD,Friday_OOD,-2.160933,0.16051853
2224758,9,normal,Normal,Friday_OOD,-2.3292272,-0.14046437
2224783,0,bot,Friday_OOD,Friday_OOD,-2.7396393,-0.54949677
2224893,9,normal,Normal,Friday_OOD,-2.3967597,-0.14542173
2225250,0,bot,Friday_OOD,Friday_OOD,-2.160812,0.15970165
2225277,0,bot,Friday_OOD,Friday_OOD,-2.472533,-0.51711166
2225286,0,bot,Friday_OOD,Friday_OOD,-2.1572416,0.19562393
2225287,0,bot,Friday_OOD,Friday_OOD,-1.8548455,0.540909
2225294,0,bot,Friday_OOD,Friday_OOD,-2.7320657,-0.5472399
2225295,0,bot,Friday_OOD,Friday_OOD,-2.7361474,-0.5481069
2225302,0,bot,Friday_OOD,Friday_OOD,-2.1615078,0.16075099
2225303,0,bot,Friday_OOD,Friday_OOD,-2.161901,0.16091067
2225304,0,bot,Friday_OOD,Friday_OOD,-2.721814,-0.545984
2225315,0,bot,Friday_OOD,Friday_OOD,-3.0772417,-0.6228292
2225352,0,bot,Friday_OOD,Friday_OOD,-2.1606019,0.15961082
2225354,0,bot,Friday_OOD,Friday_OOD,-2.4712794,-0.5168388
2225358,0,bot,Friday_OOD,Friday_OOD,-2.161101,0.16135249
2225360,0,bot,Friday_OOD,Friday_OOD,-2.7361493,-0.5481257
2225364,0,bot,Friday_OOD,Friday_OOD,-2.1617262,0.16083977
2225366,0,bot,Friday_OOD,Friday_OOD,-2.7225,-0.54613245
2225367,0,bot,Friday_OOD,Friday_OOD,-2.1615467,0.16076747
2225382,0,bot,Friday_OOD,Friday_OOD,-2.7396488,-0.54949784
2225412,0,bot,Friday_OOD,Friday_OOD,-2.1601288,0.1594231
2225416,0,bot,Friday_OOD,Friday_OOD,-2.4777281,-0.5182347
2225420,0,bot,Friday_OOD,Friday_OOD,-2.160415,0.16107352
2225426,0,bot,Friday_OOD,Friday_OOD,-2.789081,-0.55962074
2225431,0,bot,Friday_OOD,Friday_OOD,-2.1615412,0.16076493
2225435,0,bot,Friday_OOD,Friday_OOD,-2.720543,-0.54570687
2225438,0,bot,Friday_OOD,Friday_OOD,-2.1612113,0.16063118
2225439,0,bot,Friday_OOD,Friday_OOD,-3.0457075,-0.62196416
2225464,0,bot,Friday_OOD,Friday_OOD,-2.1616971,0.16004801
2225465,0,bot,Friday_OOD,Friday_OOD,-2.4750612,-0.5176551
2225467,0,bot,Friday_OOD,Friday_OOD,-2.15986,0.1608472
2225469,0,bot,Friday_OOD,Friday_OOD,-2.1614976,0.16074711
2225471,0,bot,Friday_OOD,Friday_OOD,-2.7307072,-0.5469412
2225472,0,bot,Friday_OOD,Friday_OOD,-2.7225094,-0.5461335
2225473,0,bot,Friday_OOD,Friday_OOD,-2.1615784,0.16078031
2225474,0,bot,Friday_OOD,Friday_OOD,-2.7460814,-0.550894
2225506,0,bot,Friday_OOD,Friday_OOD,-2.1615818,0.16001433
2225512,0,bot,Friday_OOD,Friday_OOD,-2.4766958,-0.51800835
2225516,0,bot,Friday_OOD,Friday_OOD,-2.1611211,0.1613608
2225519,0,bot,Friday_OOD,Friday_OOD,-2.1612513,0.16064723
2225523,0,bot,Friday_OOD,Friday_OOD,-2.7211797,-0.54584414
2225524,0,bot,Friday_OOD,Friday_OOD,-2.7381098,-0.54854727
2225525,0,bot,Friday_OOD,Friday_OOD,-2.161249,0.1606465
2225526,0,bot,Friday_OOD,Friday_OOD,-2.7280216,-0.54697096
2225602,0,bot,Friday_OOD,Friday_OOD,-2.1608438,0.15971433
2225633,0,bot,Friday_OOD,Friday_OOD,-2.4724143,-0.51707405
2225698,0,bot,Friday_OOD,Friday_OOD,-2.1611068,0.16135524
2225699,0,bot,Friday_OOD,Friday_OOD,-2.1615403,0.16076475
2225706,0,bot,Friday_OOD,Friday_OOD,-2.7211845,-0.5458447
2225708,0,bot,Friday_OOD,Friday_OOD,-2.7371297,-0.5483338
2225709,0,bot,Friday_OOD,Friday_OOD,-2.1616066,0.16079202
2225718,0,bot,Friday_OOD,Friday_OOD,-2.734634,-0.5484065
2225806,0,bot,Friday_OOD,Friday_OOD,-2.1615052,0.15998426
2225829,0,bot,Friday_OOD,Friday_OOD,-2.4752932,-0.5176981
2225845,0,bot,Friday_OOD,Friday_OOD,-2.161153,0.16137199
2225846,0,bot,Friday_OOD,Friday_OOD,-2.1617942,0.16086736
2225876,0,bot,Friday_OOD,Friday_OOD,-2.7205622,-0.545709
2225880,0,bot,Friday_OOD,Friday_OOD,-2.8169227,-0.5656652
2225883,0,bot,Friday_OOD,Friday_OOD,-2.1620898,0.16098705
2225895,9,normal,Normal,Friday_OOD,-1.9948248,-0.19164696
2226012,0,bot,Friday_OOD,Friday_OOD,-2.736018,-0.54868186
2226251,9,normal,Normal,Friday_OOD,-2.3329444,-0.2207
2226350,9,normal,Normal,Friday_OOD,-2.3040226,-0.015830887
2226688,9,normal,Normal,Friday_OOD,4.043183,6.261244
2226906,9,normal,Normal,Friday_OOD,-2.2973282,-0.20315109
2227071,0,bot,Friday_OOD,Friday_OOD,-2.150141,0.19383672
2227075,0,bot,Friday_OOD,Friday_OOD,4.3024035,11.478904
2227204,0,bot,Friday_OOD,Friday_OOD,-2.7314172,-0.54709226
2227206,0,bot,Friday_OOD,Friday_OOD,-2.7327886,-0.54343295
2227939,0,bot,Friday_OOD,Friday_OOD,-2.157144,0.15973465
2228007,0,bot,Friday_OOD,Friday_OOD,-2.7371485,-0.54833597
2228179,9,normal,Normal,Friday_OOD,-2.3242269,-0.18340892
